,city,name,address,id,rating,type,user_ratings_total,place_id,lattitude,longitude
18,Rowland Heights,Farmer Boys,"810 S Brea Canyon Rd, Walnut, CA 91789, United States",3094859d0ae66d2ded6594e42ef06a98ff6bce6b,4.3,"restaurant, food, point_of_interest, establishment",633,ChIJcxfBqnorw4ARcvCoa4bMx4I,34.0026394,-117.8458913
19,Rowland Heights,The Congee,"18226 Gale Ave B, City of Industry, CA 91748, United States",bdd83f1504410e676eee6bd348fe9cf1bb6b900e,4.3,"restaurant, food, point_of_interest, establishment",102,ChIJySSyf2Yqw4ARBGXVmSoz8Bs,33.9952113,-117.9055252
20,Rowland Heights,Pho Hana Restaurant,"2777 S Diamond Bar Blvd, Diamond Bar, CA 91765, United States",8661b26473549afb97c3eb36e5a80a9f5f32e479,4.3,"restaurant, food, point_of_interest, establishment",91,ChIJuwwMiVkrw4AR-qBfaVVe1kE,33.9755278,-117.8381449
21,Rowland Heights,Simbala Restaurant 辛巴樂,"18489 Colima Rd, Rowland Heights, CA 91748, United States",a943ed9323800215559c0bae48737f501339207e,4.2,"restaurant, food, point_of_interest, establishment",114,ChIJA-z0VPUqw4ARizFuCdq0tU8,33.9891648,-117.901596
22,Rowland Heights,In-N-Out Burger,"17849 Colima Rd, City of Industry, CA 91748, United States",f53d048e88af03fe6dea002f20d14f9adb61245a,4.7,"restaurant, food, point_of_interest, establishment",1976,ChIJbzNAfXsqw4AROkEFYd16l0I,33.990327,-117.915376
23,Rowland Heights,Olive Garden Italian Restaurant,"17585 Castleton St, City of Industry, CA 91748, United States",50ad591809d83bae3d25dcedd5d336495298c321,4.3,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",1387,ChIJeZ2YXHcqw4ARdnEQerUearI,33.994719,-117.920274
24,Rowland Heights,Class 302,"1015 Nogales St #125, Rowland Heights, CA 91748, United States",6ba77e3df33dde6f8a204ee4f630fa72ccca0ad2,3.9,"restaurant, food, point_of_interest, establishment",391,ChIJb5oTGloqw4AROPdsQWvN6ok,33.99637930000001,-117.8900665
25,Rowland Heights,Paradise Pizza,"376 S Lemon Ave, Walnut, CA 91789, United States",4a129fbe89ee2ed0423af53977adacc4bef4b34b,4.1,"restaurant, food, point_of_interest, establishment",20,ChIJA9uahrwrw4ARA5Z3CG4aA0Q,34.010981,-117.859328
26,Rowland Heights,Jasmine Grill,"21130 Golden Springs Dr, Diamond Bar, CA 91765, United States",846f76fda5da733cf919fbfedcded0b2447c87db,4.3,"restaurant, food, point_of_interest, establishment",343,ChIJb3FXfncrw4ARl5vmDqHO3_U,34.0000246,-117.8433006
27,Rowland Heights,Happy Family Restaurant,"18425 Colima Rd, Rowland Heights, CA 91748, United States",7400e3e19d11818ae60b0d40709a2982634bcc9b,4.3,"restaurant, food, point_of_interest, establishment",109,ChIJg2CFIWAqw4ART-vVx4_nxsM,33.9884943,-117.9032719
28,Rowland Heights,The Habit Burger Grill,"17490 Colima Rd Ste A, Rowland Heights, CA 91748, United States",6293f3d6cd627efb62c03ee38e18c374f64e72b6,4.5,"restaurant, food, point_of_interest, establishment",492,ChIJCc_RgXgqw4ARAc0FniHyBoc,33.990309,-117.924823
29,Rowland Heights,Kopan Ramen,"19705 Colima Rd #9, Rowland Heights, CA 91748, United States",7bfcaa1070d7507788472302f73a1c6c4e0d2c50,4.2,"restaurant, food, point_of_interest, establishment",420,ChIJ8_zEWAMrw4ARUo69ESK13_c,33.986835,-117.872625
30,Rowland Heights,IHOP,"18261 Gale Ave, City of Industry, CA 91748, United States",d011c512910f8606ef3afa68b9cc41f3d13fcddc,4.1,"restaurant, food, point_of_interest, establishment",387,ChIJjf9pamYqw4ARgSrhKzP_MJ4,33.9965368,-117.9058712
31,Rowland Heights,Sushi Koshu,"20627 Golden Springs Dr #2000, Diamond Bar, CA 91789, United States",83d089a70aca30feeda793c5516d0828482fca23,4.4,"restaurant, food, point_of_interest, establishment",172,ChIJVScwKwsrw4AROXponS_a_pA,33.9981882,-117.8551214
32,Rowland Heights,Souplantation,"17411 Colima Rd, Rowland Heights, CA 91748, United States",76a6ae07addca960a13c525682548d3243ed82dd,4.3,"restaurant, meal_takeaway, food, point_of_interest, establishment",586,ChIJ3TS8t4fVwoARu2dW92Jhvsk,33.9911007,-117.9270513
33,Rowland Heights,Shabu Haru,"3220, 19705 Colima Rd #6, Rowland Heights, CA 91748, United States",32681832881bb9106a33d573356f87bfe3733839,4.3,"restaurant, food, point_of_interest, establishment",81,ChIJddDsZgMrw4ARd0wwwQDxfaE,33.9867472,-117.8726573
34,Rowland Heights,Happy Duck House 金鼎轩,"18210 Gale Ave, City of Industry, CA 91748, United States",63fd9eb561ff626b9db8e559e68884d5efdb771b,4.3,"restaurant, food, point_of_interest, establishment",127,ChIJ20PCzmUqw4ARu1PtjnBUd1Y,33.9949043,-117.9060318
35,Rowland Heights,Midoh,"1380 Fullerton Rd #106, Rowland Heights, CA 91748, United States",ec43d0949a8af287e301eab9ce2af9d95c7fd8b2,4.6,"restaurant, food, point_of_interest, establishment",82,ChIJ_TvlAV4qw4ARB9r1AWQYzIY,33.9932462,-117.9015714
36,Rowland Heights,M.Y.O Sushi,"3648 Nogales St, West Covina, CA 91792, United States",685c000a5b2a0f0ef3a9d01557c9d94658418a82,4.4,"restaurant, food, point_of_interest, establishment",208,ChIJk2bQtkkqw4AR55v5X9ytcqw,34.011353,-117.8864019
37,Rowland Heights,Gen Korean BBQ House,"Diamond Plaza, 1388 Fullerton Rd B, Rowland Heights, CA 91748, United States",6eb6fdca216b9841c6c2a4f0bea00eecb069a09b,4.2,"restaurant, food, point_of_interest, establishment",439,ChIJERdlAF4qw4ARRNbzd_QaBNU,33.993561,-117.90132
38,Rowland Heights,California Fish Grill,"1552 S Azusa Ave, City of Industry, CA 91748, United States",ca8be3fea39460918440a80c9a4649fbe4cbb52e,4.5,"restaurant, food, point_of_interest, establishment",617,ChIJf4PSOY_VwoARYGQOVUoCg4k,33.993964,-117.931042
39,Rowland Heights,Curry India Bistro,"2779 S Diamond Bar Blvd, Diamond Bar, CA 91765, United States",44c2ee24e5307366e8d831b2aaac66ac5c688318,4.3,"restaurant, food, point_of_interest, establishment",210,ChIJ_ymdiVkrw4ARtm0UuzvA7ic,33.9754168,-117.8382473
40,Avocado Heights,Domestic,"110 Glendora Ave, La Puente, CA 91744, United States",a090b00402d2da1fc04f11a4fd82e35d9612a5b2,4.7,"restaurant, food, point_of_interest, establishment",364,ChIJN97CIHTWwoARnQD6NE7nckw,34.0204899,-117.9538227
41,Avocado Heights,Crossroads Cafe & Catering,"13191 Crossroads Pkwy N #195, City of Industry, CA 91746, United States",6da25773c7c78422347d6c4c5d217b2de2e52513,4.6,"meal_takeaway, restaurant, food, point_of_interest, store, establishment",30,ChIJraFoUszWwoARUwzpSYjW6Mw,34.0303329,-118.015249
42,Avocado Heights,iGrill Mediterranean Restaurant and Hookah Lounge,"15425 Valley Blvd, City of Industry, CA 91746, United States",f82af696844023aa2ebb99baa17a347a57f06548,4.4,"restaurant, food, point_of_interest, establishment",177,ChIJc_WagnrWwoARanGG6N-y6Js,34.023361,-117.960094
43,Avocado Heights,Tepeyac Restaurant & Tequila Sports Bar,"13131 Crossroads Pkwy S, City of Industry, CA 91746, United States",e7449161b4b1eab20d724de661740216c04617d0,4.1,"meal_delivery, cafe, bar, restaurant, food, point_of_interest, establishment",982,ChIJ95M6XszWwoARh1XU3HBLcIE,34.0285022,-118.0154906
44,Avocado Heights,Alma Delia's Restaurant,"15835 Old Valley Blvd, La Puente, CA 91744, United States",6fe66f6bb5a3e4d7107a4b1f16479cffe565a37a,4.8,"restaurant, food, point_of_interest, establishment",92,ChIJ36qnNHTWwoARlYiuwvWTh8s,34.019454,-117.95308
45,Avocado Heights,Amor Indio Mexican Restaurant,"15200 Valley Blvd, La Puente, CA 91746, United States",b03ed019868cae4d5f2431e30be77355840925bc,4.5,"bar, restaurant, food, point_of_interest, establishment",217,ChIJY_19XWTWwoAR8FANuEmFFV0,34.0271617,-117.9643559
46,Avocado Heights,La Poblana Restaurant,"14264 Nelson Ave E, City of Industry, CA 91746, United States",ff065efd13a7182ed4ddafdfeefe535fdc7286ad,4.2,"restaurant, food, point_of_interest, establishment",598,ChIJ7VjrS_fWwoARoPoRfUxHVLA,34.040522,-117.97759
47,Avocado Heights,In-N-Out Burger,"13850 Francisquito Ave, Baldwin Park, CA 91706, United States",ae151ca6acc95070cff65689eb5141255d2658f6,4.7,"restaurant, food, point_of_interest, establishment",4156,ChIJ3_hJn__AwoARsO1trxoBg5I,34.0676711,-117.9734889
48,Avocado Heights,In-N-Out Burger,"14620 Gale Ave, Hacienda Heights, CA 91745, United States",779ba03ddadbcca577ac4b9a0f6a0573bf86a0c4,4.6,"restaurant, food, point_of_interest, establishment",1709,ChIJPa_okJDWwoAR0I7WROPDnrM,34.0194122,-117.9873095
49,Avocado Heights,In-N-Out Burger,"15259 Amar Rd, La Puente, CA 91744, United States",362ae3828630bb5850fe3bdb2797aed6c1c7ccb6,4.6,"restaurant, food, point_of_interest, establishment",1345,ChIJV-j7fmrWwoARh5ZR-Hu2iXY,34.0375485,-117.9517559
50,Avocado Heights,Cortez Brothers,"16100 Old Valley Blvd, La Puente, CA 91744, United States",a08e24b73d3102c2c495f82684c3a3bb9ca83a54,4.6,"restaurant, food, point_of_interest, establishment",254,ChIJy8aFkd_VwoARjUTNXbu1qeE,34.0167678,-117.9502001
51,Avocado Heights,Mariscos ROCAMAR,"15424 Fairgrove Ave, La Puente, CA 91744, United States",40a43f859cdb6c03f8d3f099107b5866b6e4501e,4.5,"restaurant, food, point_of_interest, establishment",194,ChIJPQCDnkDWwoARoALdbDy4gz4,34.0417367,-117.9485778
52,Avocado Heights,El Llano Restaurant,"13720 Ramona Blvd, Baldwin Park, CA 91706, United States",5d068331ad7624838b7df4e152348305c412a198,4.4,"restaurant, food, point_of_interest, establishment",309,ChIJwVsskHfXwoARxyCdjWlYkHM,34.0829792,-117.9738093
53,Avocado Heights,El Appetiz,"3709 Baldwin Park Blvd, Baldwin Park, CA 91706, United States",54a2c7b2cfac95c482fe238d3a21109b92d38721,4.6,"restaurant, food, point_of_interest, establishment",205,ChIJs_lhcJ7XwoAR2U1dlhSMmkc,34.07944519999999,-117.9703688
54,Avocado Heights,101 Sushi Roll and Grill,"15347 Gale Ave, City of Industry, CA 91745, United States",86ba4f05452d7942e7ca00237b9ef5044d4c3efc,4.2,"restaurant, food, point_of_interest, establishment",623,ChIJabvnc4DWwoARfj4Wtq-4CeA,34.0142679,-117.9722758
55,Avocado Heights,Pepe's Mexican Restaurant,"1135 S Hacienda Blvd, Hacienda Heights, CA 91745, United States",9504e390d4a5614379cef642c9345d17fafc3f81,4.4,"restaurant, food, point_of_interest, establishment",807,ChIJs1c7xdbVwoAR2Up1Urf--cM,34.0098415,-117.9638217
56,Avocado Heights,Garden Fresh Vegan Restaurant,"16034 Gale Ave, Hacienda Heights, CA 91745, United States",5ebbc5d0a037c70513823122aab99f524ef58f56,4.7,"restaurant, food, point_of_interest, establishment",93,ChIJfWOqUtrVwoARzo8qtvAKHfI,34.0085665,-117.9570436
57,Avocado Heights,Orchid Thai,"1634 Puente Ave, Baldwin Park, CA 91706, United States",583a8521228f70964e3cf54bba3cb9ffebb3e3b2,4.6,"restaurant, food, point_of_interest, establishment",164,ChIJu2wOIqbXwoARUTJJrZlB9ME,34.0644719,-117.9666904
58,Avocado Heights,Chipotle Mexican Grill,"13916 Garvey Ave, Baldwin Park, CA 91706, United States",af42f743ad76209fce858c64d9582fdf9552f84e,4.4,"restaurant, food, point_of_interest, establishment",173,ChIJecZFEQrXwoARMl0QV4dG9Oc,34.0693794,-117.9720809
59,Avocado Heights,Boca Del Rio,"1163 N Hacienda Blvd, La Puente, CA 91744, United States",487613d9ac5e01d98152d96ceb36a4115f9ebb81,4.5,"restaurant, food, point_of_interest, establishment",1014,ChIJ7zGBTEfWwoARsUZwcyvcxMQ,34.0413986,-117.9497904
60,Avocado Heights,Wok Express,"15330 Amar Rd, La Puente, CA 91744, United States",ef71a3cc51ccda33e1e2c7f53da31cd5422208ea,4.5,"restaurant, food, point_of_interest, establishment",348,ChIJm-ZfjmrWwoARevLZ28U6_z8,34.0366884,-117.9511611
61,Avocado Heights,Viet Huong Restaurant,"10727 Garvey Ave, El Monte, CA 91733, United States",6ffc0c70a29b459ad522bae336a6e222d8d7cac9,4.6,"restaurant, food, point_of_interest, establishment",352,ChIJ0dYo6r3QwoARlMpUnOh47c0,34.0631108,-118.040627
62,Avocado Heights,La Choza,"15257 Gale Ave, City of Industry, CA 91745, United States",f4904a5551948d0de47640566751cd74da0f0e64,4.3,"restaurant, food, point_of_interest, establishment",147,ChIJxfFZWIDWwoARgyOkIOc47fw,34.0147837,-117.9734403
63,Avocado Heights,Tia Rosa's Mexican Restaurant,"15445 Valley Blvd, City of Industry, CA 91746, United States",e71456e3157d4b66fc3c3ae2f334a56c4e165383,4.8,"restaurant, food, point_of_interest, establishment",56,ChIJS3g2gnrWwoARhPd8w137q8A,34.02317780000001,-117.9602061
64,Avocado Heights,Thien Tam Vegetarian Restaurant,"10345 Garvey Ave, El Monte, CA 91733, United States",7628edf8e445495c8d07ec523f006fd0e0d7fa84,4.6,"restaurant, food, point_of_interest, establishment",155,ChIJ4_wX5JbQwoARtPnyyJaOZZ0,34.06324,-118.045228
65,Avocado Heights,Thai Excellente,"10922 Valley Blvd, El Monte, CA 91731, United States",1fa39b941c4e7be4afcd82436eaae0d144e06101,4.3,"restaurant, food, point_of_interest, establishment",106,ChIJK_H1LKHQwoARcbJ3al_nxno,34.0754021,-118.0363052
66,Avocado Heights,IHOP,"3111 Baldwin Park Blvd, Baldwin Park, CA 91706, United States",e293b47fe79641c4ecb847bc2a8c2e8391069dbf,4.1,"restaurant, food, point_of_interest, establishment",856,ChIJf6te5QzXwoARoeHwfkZIZXY,34.0699699,-117.9797677
67,Avocado Heights,La Indiana Restaurant,"144 N 1st St, La Puente, CA 91744, United States",e03acbeee9bd2bff94c81cabd90939c48c4dd946,4.5,"restaurant, food, point_of_interest, establishment",228,ChIJccEVbnTWwoARSXQ7j93mNRw,34.0214469,-117.9525447
68,Avocado Heights,Hacienda Heights Pizza Co,"15239 Gale Ave # A, City of Industry, CA 91745, United States",28be7f6f6929c1f9754285923bef0a3de87d7c38,4.4,"restaurant, food, point_of_interest, establishment",724,ChIJsf7tAoHWwoARdL3cZFNrLX4,34.0150096,-117.9738654
69,Avocado Heights,Casa Mia Sicilian Trattoria,"619 Glendora Ave unit B, La Puente, CA 91744, United States",db597f0f5952b7a27ed0b1815441ff68ef17d98e,4.5,"restaurant, food, point_of_interest, establishment",168,ChIJlUj0dG3WwoARCoPZ4qrlAGk,34.0287794,-117.9509934
70,Avocado Heights,Carl's Jr.,"14080 Francisquito Ave, Baldwin Park, CA 91706, United States",bb2c2f537ad8789d44a12a1af6f47e22e2488b92,3.9,"restaurant, food, point_of_interest, establishment",621,ChIJ-dXCgajXwoARkF46mglQ57o,34.0643113,-117.9688964
71,Avocado Heights,Ostioneria Colima,"1100 N Hacienda Blvd, La Puente, CA 91744, United States",b26b91998550426da99876085fb266f55109d588,4.1,"restaurant, food, point_of_interest, establishment",504,ChIJef8Ya0DWwoARrMlSPVkWWTo,34.0397621,-117.949355
72,Avocado Heights,Los Chilitos Restaurant,"1648 Tyler Ave # E, South El Monte, CA 91733, United States",457550a733f2ad4cebede8c56bcf589852fbcbe3,4.6,"restaurant, food, point_of_interest, establishment",100,ChIJq4DupsLQwoART36XXCHuOD8,34.0470788,-118.041565
73,Avocado Heights,EL Criollo Peruvian Cuisine,"221 N California Ave, City of Industry, CA 91744, United States",89f8dd550ae71662bcba64def9478bdb20938cbd,4.5,"restaurant, food, point_of_interest, establishment",76,ChIJx1qMj2DWwoAR37tsVpaC3ms,34.0329796,-117.9682057
74,Avocado Heights,Cetana Mon Myanmar Restaurant,"3944 Peck Rd Ste # 8, El Monte, CA 91732, United States",843d04032b39dbbb6e95fa55b8680548e2e109ce,4.4,"restaurant, food, point_of_interest, establishment",59,ChIJkY_9mqzQwoARDzouctx1AQI,34.0767174,-118.020701
75,Avocado Heights,Valley Super Burger,"15424 Amar Rd, La Puente, CA 91744, United States",a24444d337fbe3587d358bebe9bd5d4cd9401549,4.5,"restaurant, food, point_of_interest, establishment",271,ChIJ2_ntxmrWwoARemyx33ueLzo,34.0367756,-117.9491397
76,Avocado Heights,Jolly Jug,"4264 Peck Rd, El Monte, CA 91732, United States",c9d5b885c484f5ba75587b269e6c2da14981039e,4.3,"restaurant, food, point_of_interest, establishment",237,ChIJzfBUSVXXwoARqej1dXwwsZs,34.0820387,-118.0186778
77,Avocado Heights,New Kim Tar BBQ Restaurant,"15475 Valley Blvd, City of Industry, CA 91746, United States",afd11ba9a0811ed0207b4d608742df5630f19dfe,4.1,"restaurant, food, point_of_interest, establishment",135,ChIJe5ajgXDWwoARXRr9mpF909c,34.0226828,-117.9598143
78,Avocado Heights,Jack in the Box,"506 Workman Mill Rd, La Puente, CA 91746, United States",4d190268b9d5f3e3c8ff33db7840c9e156da5ac2,4.0,"restaurant, food, point_of_interest, establishment",320,ChIJlxd4y93WwoARyWU3CuKre00,34.040778,-117.9980913
79,Avocado Heights,Mariscos Uruapan Restaurant,"13310 Ramona Blvd, Baldwin Park, CA 91706, United States",e8859d15a61b99c2ba68907c94d080b09fb9d6d7,4.3,"restaurant, food, point_of_interest, establishment",825,ChIJk60GS4XXwoARJFidh0S8Dvk,34.0808901,-117.9828392
